QUEST_LV_0200_20150317_000001	Philipas' Soldier	Philip's Soldiers
QUEST_LV_0200_20151015_009291	Push Hauberk into the Galutin Solitary Confinement.{nl}Since Kupole Sigita is blocking Hauberk's exit at the opposite side, you need not to worry about his escape.{nl}	Desak Hauberk masuk ke dalam Galutin Solitary Confinement.{nl}Sejak Kupole Sigita menutup pintu keluar Hauberk dari arah yang berlawanan, kamu tidak perlu khawatir kalau dia akan melarikan diri.{nl}
QUEST_LV_0200_20151015_009292	Well done.{nl}Hauberk didn't know what to do when he saw me and ran away to the Galutin Solitary Confinement.{nl}	Kerja bagus.{nl}Hauberk bingung apa yang harus dilakukan saat dia melihat diriku dan akhirnya pergi menuju Galutin Solitary Confinement.{nl}
QUEST_LV_0200_20151015_009293	Now, Hauberk would be able to defeat me easily...{nl}But, I guess he thought the Revelator would catch up to him right away.{nl}	Sekarang, Hauberk akan dapat mengalahkanku dengan mudah..{nl}Namun, kurasa dia akan berpikir kalau Savior akan dapat menangkapnya segera.{nl}
QUEST_LV_0200_20151015_009294	However, the way up from here is a dead end.{nl}Tell me if you are ready to catch Hauberk.	Bagaimanapun juga, jalan menuju ke atas dari sini adalah jalan buntu.{nl}Beritahu aku jika kamu sudah siap menangkap Hauberk.
QUEST_LV_0200_20151015_009295	Well done.{nl}We will collect Hauberk's sealed strong power now and take it to Vakarine.{nl}	Kerja bagus.{nl}Kita akan mengumpulkan Segel dari kekuatan Hauberk sekarang dan membawanya ke Vakarine.{nl}
QUEST_LV_0200_20151015_009296	Vakarine is getting ready to close the dimensional crack with the other Kupoles.{nl}She is desperately waiting for you, so please hurry to the District 5 of the prison.	Vakarine sudah siap menutup dimensional crack bersamaan dengan Kupoles yang lain.{nl}Dia sangat khawatir menunggumu, jadi cepatlah pergi ke Prison di 5th District.
QUEST_LV_0200_20151015_009297	I need proof to show to Vakarine we've been fighting here.{nl}Can you collect a Demon's Tooth in Hradeti Crossroads?	Aku membutuhkan bukti untuk menunjukkan ke Vakarine kalau kita telah bertempur bersama disini.{nl}Dapatkah kamu mengumpulan Demon Tooth di Hradeti Crossroads?
QUEST_LV_0200_20151015_009298	Thank you. {nl}Please keep this a secret from Vakarine.	Terima Kasih. {nl}Rahasiakan ini dari Vakarine.
QUEST_LV_0200_20151015_009299	Savior.{nl}We really appreciate your help in stopping Hauberk.{nl}Because of you, we are now able to close the dimensional crack and retrieve the spirit of Hauberk and the Chain of Reversion.{nl}	Savior.{nl}Kami sangat menghargai bantuanmu dalam menghentikan Hauberk.{nl}Berkat dirimu, kita dapat menutup dimensional crack dan menerima spirit of Hauberk serta Chain of Reversion.{nl}
QUEST_LV_0200_20151015_009300	Please do not feel sympathy towards Hauberk.{nl}It is sad that his spirit was torn apart, but he too was a demon to be eliminated.{nl}	Jangan bersimpati ke Hauberk.{nl}Memang sangat menyedihkan spiritnya telah hancur, tapi di adalah demon yang harus dimusnahkan.{nl}
QUEST_LV_0200_20151015_009301	Good. Now this is the last stage... We need to close the dimensional crack.{nl}With your help, we will be able to prevent catastrophe in this prison.{nl}	Bagus. Sekarang ini adalah stage terakhir... Kita harus menutup dimensional crack.{nl}Dengan bantuanmu, kita dapat mencegah kehancuran di Prison ini.{nl}
QUEST_LV_0200_20151015_009302	Please prepare, since we will soon start the ritual to seal the dimensional crack.	Bersiaplah, kita akan segera memulai ritual penyegelan dari dimensional crack.
QUEST_LV_0200_20151015_009303	We must supplement Hauberk's sealed spirit by adding the power of demons nearby.{nl}	Kita harus menambahkan Segel dari Spirit Hauberk dengan menambahkan lagi kekuatan dari demon sekitar.{nl}
QUEST_LV_0200_20151015_009304	I would give you the Evening Star Rune, but that is an object that uses my power...{nl}Which means it is not perfectly working yet.{nl}	Aku akan memberikanmu Evening Star Rune, tapi ini adalah sebuah objek yang masih menggunakan kekuatanku...{nl}artinya belum tentu dapat bekerja dengan baik.{nl}
QUEST_LV_0200_20151015_009305	Defeat the demons at Ausura Chapel and collect traces of the transference.{nl}With those, I would be able to complement my lacking power and complete the Evening Star Rune.	Kalahkah demon di Ausura Chapel dan kumpulkan jejak atau traces dari transference.{nl}Menggunakan itu, Aku dapat melengkapi sesuatu yang tidak dapat dilengkapi oleh kekuatanku dan menyempurnakan Evening Star Rune.
QUEST_LV_0200_20151015_009306	Thanks to you, I can now complete the Evening Star Rune.{nl}Take it. You should collect the souls of the demons with the Evening Star Rune.{nl}{nl}	Terima kasih, sekarang aku dapat menyempurnakan Evening Star Rune.{nl}Ambil ini. Kamu harus mengumpulan soul of demon menggunakan Evening Star Rune.{nl}{nl}
QUEST_LV_0200_20151015_009307	You must go to the Lankine Separation District, the Ishisula Broken District and the Hehmastar Isolation District.{nl}I will send the Kupoles once you suppress the demons there using the power of the Evening Star Rune.	Kamu harus pergi ke Lankine Separation District, Ishisula Broken District dan Hehmastar Isolation District.{nl}Aku akan mengirimkan para Kupoles begitu kamu berhasil menahan demon disana dengan menggunakan kekuatan dari Evening Star Rune.
QUEST_LV_0200_20151015_009308	Once you do so, they will receive the souls that are needed to close the dimensional crack.{nl}{nl}	Begitu kamu berhasil melakukannya, mereka akan menerima souls yang dibutuhkan untuk menutup dimensional crack.{nl}{nl}
QUEST_LV_0200_20151015_009309	This is a place where originally humans are not allowed to enter. {nl}But, you are special and thus granted permission by Vakarine.	Tempat  inilah dimana Manusia tidak diijinkan untuk masuk. {nl}Tapi, kamu spesial dan telah diberikan izin untuk masuk dari Vakarine.
QUEST_LV_0200_20151015_009310	Vakarine should recover soon...{nl}She was already tired and has gotten weaker due to the battle with Nuaele.	Vakarine akan segera pulih..{nl}Dia telah sepenuhnya lelah dan menjadi lemah karena pertarungan dengan Nuaele.
QUEST_LV_0200_20151015_009311	This prison was created by Goddess Ausrine.{nl}Vakarine comes here periodically and manages this place.	Prison ini dibuat oleh Goddess Ausrine.{nl}Vakarine selalu datang kesini untuk memantau tempat ini.
QUEST_LV_0200_20151015_009312	Oh... my poor Dionys... I am so sorry for giving you this big burden.	Oh.. Dionys malang.. Maafkan aku telah memberikanmu beban yang berat ini.
QUEST_LV_0200_20151015_009313	We weren't able to monitor all the demons in the prison.{nl}That's why we engraved Sealing Tokens on them so they couldn't unleash their power.	Kami tidak dapat memonitor semua demon yang ada di Prison.{nl}Oleh karena itu kami mengukir Sealing Token pada mereka jadi mereka tidak dapat menggunakan kekuatan mereka.
QUEST_LV_0200_20151015_009314	Hauberk's spirit has become strong enough to handle the dimensional crack because of your efforts.{nl}The Chain of Reversion is also ready.{nl}	Spirit dari Hauberk cukup kuat untuk mengatasi dimensional crack semua itu berkat usahamu juga.{nl}Chain of Reversion juga sudah siap.{nl}
QUEST_LV_0200_20151015_009315	We will close the dimensional crack now.	Kita akan segera menutup  dimensional crack sekarang.
QUEST_LV_0200_20151015_009316	The Kupoles and I will try our best to seal the dimensional crack.{nl}This is our only chance... if we fail this time, we may not have another chance.{nl}	Para Kupoles dan aku akan berusaha sebisa mungkin untuk menyegel dimensional crack.{nl}Hanya ini kesempatannya... Jika kita gagal kali ini, kita tidak akan memiliki kesempatan lain.{nl}
QUEST_LV_0200_20151015_009317	I repeat, this is the last chance for the demons to make a counter-attack.{nl}Until the dimensional crack completely seals off, please resist their attacks.{nl}{nl}	Kuulangi, ini adalah kesempatan terakhir bagi para demon untuk menyerang balik kita.{nl}Sampai dimensional crack dapat disegel sepenuhnya, kumohon tahan serangan mereka.{nl}{nl}
QUEST_LV_0200_20151015_009318	Every disaster that struck this land is over now.{nl}Savior. We owe everything to you. {nl}	Semua bencana yang melanda tanah ini sudah berakhir.{nl}Savior. Kami berhutang semua kepadamu. {nl}
QUEST_LV_0200_20151015_009319	Everything stemmed from our arrogance.{nl}When Laima warned us that a time of hardship would come...{nl}I believed in myself so much that I could not understand what she meant.{nl} 	Semua bermula dari kearoganan kita sendiri.{nl}Saat Laima memperingati kalau akan ada waktu yang sulit menimpa...{nl}Aku mempercayainya tapi aku tidak mengerti apa maksud perkataannya.{nl} 
QUEST_LV_0200_20151015_009320	But, your sacred energy tells me everything.{nl}I believe it will be your power and not us that will save this world.{nl}	Tapi, Kekuatan Sacred yang ada pada dirimu memberitahukanku seluruhnya.{nl}Aku percaya akan menjadi kekuatanmu dan bukan kami yang akan menyelamatkan dunia ini.{nl}
QUEST_LV_0200_20151015_009321	I cannot be of any help due to the circumstances.{nl}But, I will stay here and do my best until the Day of Salvation.{nl}	Aku tidak dapat membantu karena keadaan ini.{nl}Tapi, Aku akan tetapi disini dan berusaha sebisa mungkin sampai Day of Salvation datang.{nl}
QUEST_LV_0200_20151015_009322	There is one more thing, though.{nl}The dimensional crack that was engraved here is also engraved at various places in your world.{nl}The most dangerous place among them now is Dina Bee Farm..{nl}	Ada satu lagi, walaupun.{nl}Dimensional crack yang ada disini juga ada di tempat lain di dunia kamu.{nl}Tempat yang paling berbahaya ada di Dina Bee Farm..{nl}
QUEST_LV_0200_20151015_009323	My sister Austeja is having a hard battle alone.{nl}Please also help her as you have helped me.	Saudariku Austeja mengalami pertarungan yang sulit sendirian.{nl}Jadi tolonglah dia sama seperti kamu menolongku.
QUEST_LV_0200_20151015_009324	Once Dionys recovers, Vakarine will feel less pressured.	Begitu Dionys pulih, Vakarine akan merasa sedikit tertekan.
QUEST_LV_0200_20151015_009325	Thank you.{nl}If Dionys recovers completely, it'll be all thanks to you.	Terima kasih.{nl}Jika Dionys telah pulih sepenuhnya, Itu semua berkat dirimu.
QUEST_LV_0200_20151015_009326	Can you deal with the dimensional crack at Gavara Isolation District?	Bisakah kamu mengatasi dimensional crack di Gavara Isolation District?
QUEST_LV_0200_20151015_009327	Wait a minute. {nl}The Knights of Kaliss told us that the important thing is located deep inside the fortress.{nl}	Tunggu sebentar. {nl}Para Knights of Kaliss berkata, sesuatu yang berharga terletak di bagian dalam fortress.{nl}
QUEST_LV_0200_20151015_009328	We should go move deeper inside so we can start working on what we are both looking for.{nl}I will try looking for the outpost area with this monocle. {nl}	Kita harus pergi ke dalam untuk memulai apa yang aku cari dan apa yang kamu cari.{nl}Aku akan mencoba mencari di outpost area menggunakan monocle ini. {nl} 
QUEST_LV_0200_20151015_009329	Hmm... there's nothing special.{nl}Instead, there are many Royal Army Guards.	Hmm... Tidak ada yang bagus.{nl}Malahan, terlalu banyak  kingdom soldiers.
QUEST_LV_0200_20151015_009330	There are too many Royal Army Guards to go further inside.	Terlalu banyak kingdom soldiers untuk dapat masuk ke dalam.
QUEST_LV_0200_20151015_009331	We should lure the Royal Army Guards in order to go deeper inside.{nl}Hmm...{nl}	Kita harus memancing dahulu para Kingdom Soldiers agar bisa masuk kedalam,.{nl}Hmm...{nl}
QUEST_LV_0200_20151015_009332	That's right. We have Resounding Bombs!	Benar sekali. Kita memiliki Resounding Bomb!
QUEST_LV_0200_20151015_009333	Resounding Bombs make really loud sounds although their explosiveness isn't that great.{nl}When you detonate them at various places, the soldiers should move to the locations where the sounds come from.{nl}	Resounding Bomb mengeluarkan suara yang keras meskipun ledakan mereka tidak terlalu besar.{nl}Ketika kamu meledakkannya di berbagai tempat, para prajurit seharusnya pergi menuju lokasi di mana suara ledakan itu berasal.{nl}
QUEST_LV_0200_20151015_009334	I don't have Resounding Bombs at the moment, but I can make them if I have necessary materials. {nl}For example, if I have Herbs and bombs. {nl}	Saat ini aku tidak memiliki Resounding Bomb, tapi aku bisa membuatnya jika aku memiliki bahan yang dibutuhkan. {nl}Contohnya, jika aku memiliki Urechos dan bomb. {nl} 
QUEST_LV_0200_20151015_009335	I will look for the bombs so I want you to look for the herbs.{nl}Be careful not to be detected by the Royal Army Guards.{nl}	Aku akan mencari bombnya dan kamu tolong cari Urechos.{nl}Berhati-hatilah jangan sampai terlihat oleh kingdom soldiers.{nl}
QUEST_LV_0200_20151015_009336	When you collect all the herbs, let's meet at the lower side of the hallway at the upper floor.	Saat kamu sudah memiliki semua Urechos, mari bertemu kembali di lower side of the hallway yang ada di upper floor.
QUEST_LV_0200_20151015_009337	The Royal Army Guards are on patrol so you should be careful all the time.{nl}I am sure they are busy getting hit instead of explaining for the situation.	Kingdom soldiers sedang berpatroli jadi kamu harus sangat berhati-hati.{nl}Aku yakin sekali mereka sibuk memukul daripada mendengarkan penjelasan.
QUEST_LV_0200_20151015_009338	You brought them well without getting detected by the Royal Army Guards.{nl}I am sorry. When they get hot, they make loud sounds.	Kamu berhasil membawa bahannya tanpa diketahui oleh kingdom soldier.{nl}Maafkan aku. Saat panas, mereka akan mengeluarkan suara yang keras.
QUEST_LV_0200_20151015_009339	Okay. Shall we start the work of the graverobbers?{nl}I saw the Royal Army guards have more bombs than they can handle.{nl}You know what that means, right?{nl}	Oke. Mari kita mulai pekerjaan sebagai graverobbers?{nl}Aku melihat kingdom guards memiliki banyak bom.{nl}Kamu mengerti apa yang harus kita katakan kan?{nl}
QUEST_LV_0200_20151015_009340	No. no. We are not that kind of people. {nl}We don't mean to send them to the goddesses...{nl}	Tidak. tidak. Kita bukanlah orang semacam itu. {nl}Bukan maksud kita untuk mengirimkan mereka ke Goddess...{nl}
QUEST_LV_0200_20151015_009341	We just want to knock them out and take the bombs. {nl}You can do it right?	Kita hanya menipu mereka dan mengambil bomb. {nl}Kamu dapat melakukannya kan?
QUEST_LV_0200_20151015_009342	I will get ready to make Resounding Bombs.{nl}Just knock them out and bring the bombs. Okay?	Aku akan bersiap membuat Resounding Bomb.{nl}Alihkan mereka dan bawa bomnya. Oke?
QUEST_LV_0200_20151015_009343	Even if you get caught by the Royal Army Guards, don't tell them about me.	Walaupun kamu tertangkap oleh kingdom soldiers, jangan memberitahukan apapun tentang diriku.
QUEST_LV_0200_20151015_009344	Good. It's not like they've been detected right?{nl}I will make the Resounding Bombs so wait a bit.{nl}If this works out, we can move deeper inside.	Bagus. Bukan karena mereka telah ketahuan kan?{nl}aku akan membuat Resounding Bomb jadi tunggulah sebentar.{nl}jika ini berhasil, kita bisa pergi lebih jauh ke dalam.
