QUEST_20150317_000001	Please select the user requiring a quest update.	Pilih user untuk memodifikasi quest.
QUEST_20151116_002956	My eyes met with the ferret who's been looking around. The ferret looks bored.	Bertatapan mata dengan Ferret yang sedang berkeliling di sekitar. Sepertinya terlihat bosan.
QUEST_20151116_002957	The ferrets are nocturnal and seems to sleep a lot during the day.	Karena Ferret termasuk mahluk malam, sehingga dia sering tertidur di siang hari.
QUEST_20151116_002958	The ferret doesn't seem to like fruits that much.	Ternyata tidak sesuai perkiraaan bahwa sepertinya Ferret tidak menyukai buah.
QUEST_20151116_002959	The ferret became stronger by touching the totem.{nl}Ferrets! Win against humans!	Kalau menyentuh totem Ferrer menjadi lebih kuat.{nl}Ferret! Manusia Menang!
QUEST_20151116_002960	The fruit has become bigger!{nl} Run away coward humans!{nl}	Buah membesar!{nl}Manusia penakut kabur!{nl}
QUEST_20151116_002961	No human qualifications!{nl} Ferrets will scare them away!	Manusia tidak layak!{nl}Ferret mengusirnya!{nl}
QUEST_20151116_002962	Demons will help the ferrets.{nl}Make us stronger!{nl}	Demon katanya membantu Ferret.{nl}Membuatnya lebih kuat katanya!{nl}
QUEST_20151116_002963	Demons said to protect.{nl}Humans! Cannot come closer!{nl}	Demon berkata untuk menjaga.{nl}Manusia!Tidak bisa datang mendekat!{nl}
QUEST_20151116_002964	Then demons. Continue to help the ferrets!	Kalau begitu demon. Ferret akan terus bantu!
QUEST_20151116_002965	This ferret doesn't hold a single interest to converse with me.	Ferret ini sepertinya tidak berpikir untuk bicara denganku.
QUEST_20151116_002966	The mysterious girl has run off to Zeraha without a word. Let's follow her. 	Wanita kecil pergi berlari ke arah Zeraha tanpa berbicara. Mari coba ikuti.
QUEST_20151116_002967	Beef Jerky cannot be found here.	Di tempat ini sepertinya tidak ada Beef Jerky.
QUEST_20151116_002968	Only fruits can be seen from this basket.	Di keranjang ini sepertinya tidak ada apapun selain buah.
QUEST_20151116_002969	This must be the wrong basket.	Sepertinya bukan keranjang ini.
QUEST_20151116_002970	The girl appeared and asked me to follow her.	Wanita kecil sepertinya datang mengikuti.
QUEST_20151116_002971	Black Soul	Black Soul
QUEST_20151116_002972	I can feel the flow of enigmatic power after burning the black soul of the demons.	Ketika bermaksud untuk membakar Jiwa Hitam dari Demon, terasa sesuatu kekuatan yang tak diketahui mengalir keluar.
QUEST_20151116_002973	Whispers can be heard to take them to the soul altar.	Terdengar suara bisikan agar roh diantarkan sampai ke Altar.
QUEST_20151116_002974	Did you save everyone?	Apakah kamu telah mendapatkan semuanya?
QUEST_20151116_002975	I thought they would come to rescue their comrade, but...{nl}The wrong person seem to be caught.	Aku telah berpikir untuk pergi menyelamatkan teman saja…{nl}tetapi terhalang oleh bocah kuat itu.
QUEST_20151116_002976	You seem to be doing well in my governed prison.{nl}You might be the Revelator that miss Giltine has spoken of.{nl}But, even the Revelator is merely a human... I, Marnox cannot be resisted against!	Kamu mengelilingi penjara yang kukuasai ini rupanya{nl}Aku tidak tahu apakah kau Savior yang dibicarakan oleh Giltine.{nl}Tetapi Savior pun hanya seorang manusia biasa rupanya.. Tidak dapat melawan pada Marnox ini!
QUEST_20151116_002977	I can't waste time with you.	Janganlah membuang waktuku.
QUEST_20151116_002978	This should be enough.	Kalau segini cukuplah.
QUEST_20151116_002979	Acquiring Bracken Herb.	Mengumpulkan Bracken Herb.
QUEST_20151116_002980	Acquired Bracken Herb!	Telah mendapatkan Bracken Herb.
QUEST_20151116_002981	Acquired Herb!	Telah mendapatkan Herb!
QUEST_20151116_002982	Burn the box filled with braken.	Bakar Box yang berisi Bracken
QUEST_20151116_002983	The box filled with bracken has been burnt.	Telah membakar box yang berisi Bracken
QUEST_20151116_002984	Looking for relics.	Sedang mencari Relic
QUEST_20151116_002985	Found relics.	Telah menemukan Relic
QUEST_20160218_002986	Toras	Toras
QUEST_20160218_002987	Choose a name for your companion.	Berikan nama untuk companionmu.
QUEST_20160218_002988	Deep Underground Prison	Deep Underground Prison
QUEST_20160218_002989	Deep Underground Prison (Recommended Lv: 217) {nl}Only you and your party members can enter together. {nl}Are you sure you want to enter?	Deep Underground Prison (Rekomendasi LV : 90){nl}Hanya kamu dan anggota party kamu yang dapat memasukinya{nl}Apa kamu yakin ingin masuk?
QUEST_20160218_002990	Demon Prison Guild	Demon Prison Guild
QUEST_20160218_002991	Demon Prison Guild (Recommended Lv : 115){nl}Only you and your party members can enter together.{nl}Are you sure you want to enter?	Demon Prison Guild (Rekomendasi Lv : 115){nl}Hanya kamu dan anggota party kamu yang dapat masuk bersama.{nl}Apakah kamu yakin ingin masuk?
QUEST_20160218_002992	I am in charge of managing small requests.{nl}Please, come visit me from time to time.	Aku bertugas mengatur permintaan kecil. {nl}Silahkan, datang kepadaku setiap saat.
QUEST_20160218_002993	Ah, yes, I would appreciate that.{nl}	Ah, ya, saya akan sangat menghargainya.{nl}
QUEST_20160218_002994	Blacksmith Zaras	Blacksmith Zaras
QUEST_20160218_002995	Equipment Merchant Dunkel	Equipment Merchant Dunkel
QUEST_20160218_002996	Item Merchant Mirina	Item Merchant Mirina
QUEST_20160218_002997	They say the Holy Relic was made to protect the revelations. {nl} This is what you need to use to lure in and defeat Gesti.	Mereka mengatakan bahwa Holy Relic dibuat untuk melindungi revelation.{nl}Inilah yang kamu butuhkan untuk memancing gesti keluar dan mengalahkannya.
QUEST_20160218_002998	Accessory Merchant Ronesa	Accessory Merchant Ronesa
QUEST_20160218_002999	I heard not that long ago that thanks to the Revelators the demons failed to interfere with the Mage Tower.{nl}If it were me I would have made sure no one would have even dared to think about it in the first place.{nl}	Belum lama ini saya mendengar bahwa berkat Saviorpara demon gagal mengusik Mage Tower.{nl}Kalau saja itu aku, aku akan memastikan tidak akan ada yang berani berpikir untuk melakukannya.{nl}
QUEST_20160218_003000	So that what happened to my family won't happen ever again.	Sehingga apa yang terjadi pada keluargaku tidak akan pernah terulang kembali.
QUEST_20160218_003001	Blacksmith Anna	Blacksmith Anna
QUEST_20160218_003002	Accessory Merchant Joana	Accessory Merchant Joana
QUEST_20160218_003003	I knew we could thwart the demons with the power of the goddesses.{nl}But, I never would have guessed Giltine to use the Divine Tree...{nl}	Aku tahu kita bisa menghalangi para demon dengan kekuatan para Goddess .{nl}Tapi, saya tidak pernah menduga Giltine menggunakan kekuatan Divine Tree...{nl}
QUEST_20160218_003004	What a nasty curse. {nl}Let's see which is stronger. Naktis' curse or the goddess' purifier.	Kutukan yang jahat. {nl} Mari kita lihat mana yang lebih kuat. kKutukan Naktis atau pemurnian Goddess '.
QUEST_20160218_003005	Of course I have the purifier. {nl}But I'm not giving it to you unless you offer me money.	Tentu saja aku punya purifier. {nl}Tapi aku tidak akan memberikannya kepadamu sampai kamu menawariku uang.
QUEST_20160218_003006	That's a shame.	Itu memalukan.
QUEST_20160218_003007	The goddesses left several things in the hands of the first Paladin.{nl}The threat of Demon Queen Gesti, a mission of high-priority.{nl}	Para Goddess meninggalkan beberapa tugas kepada Paladin pertama.{nl}Ancaman Demon Queen Gesti, adalah misi dengan prioritas tinggi.{nl}
QUEST_20160218_003008	It was also mentioned that a savior would come.{nl}	Juga menyebutkan bahwa seorang savior akan datang.{nl}
QUEST_20160218_003009	But it's remarkable, the Statue of Goddess Ausrine in Klaipeda that is.{nl}She is able to take you anywhere you want despite not being Goddess Vakarine.	Tapi itu sungguh mengagumkan, Patung Goddess Ausrine yang berada di Klaipeda.{nl} Ia mampu membawa Kamu ke manapun Kamu inginkan meskipun itu bukan Goddess Vakarine.
QUEST_20160218_003010	If you would ask me what a Bokor is, I will describe it as the following:{nl}A middleman standing between life and death.	Jika Kamu bertanya kepadaku Bokor itu apa, saya akan menggambarkannya sebagai berikut:{nl}Seorang perantara yang berdiri di antara kehidupan dan kematian.
QUEST_20160218_003011	Market Manager Logi	Market Manager Logi
QUEST_20160218_003012	Death drifts further away from me every time a statue of the Spirit-Leading Owl is raised.{nl}Even in my old and tired body, if I can help our world with the power of the goddesses,{nl}that is what I must keep doing...	Kematian menjauh dariku setiap kali patung Spirit-Leading Owl diberdiri.{nl} Bahkan dalam tubuh tua dan lemahku ini, jika saya masih bisa membantu dunia dengan kekuatan para Goddess ,{nl}Itulah yang saya harus terus lakukan…
QUEST_20160218_003013	Does eternal life interest you?{nl}We, Necromancers, think the opposite. We deal with those whose hearts no longer beat.{nl}	Apakah kamu tertarik untuk hidup abadi?{nl}Kami, para Necromancers, berpikir sebaliknya. Kami berurusan dengan mereka yang jantungnya tidak lagi berdetak.{nl}
QUEST_20160218_003014	Market Manager Molun	Market Manager Molun
QUEST_20160218_003015	Thank you for saving us from such a daunting ordeal.{nl}Take some of my power as well.	Terima kasih karena telah menyelamatkan kami dari siksaan yang menakutkan itu.{nl}Ambil beberapa kekuatan dariku juga.
QUEST_20160218_003016	I trust you won't just take our power and run away with it?{nl}We are only sharing it with you because it's what the Owl Chief commanded.	Saya percaya kamu tidak akan membawa lari dan mengambil kekuatan kami?{nl} Kami hanya berbagi kekuatan ini denganmu karena itu adalah perintah Owl Chief.
QUEST_20160218_003017	It hasn't been long since I came back to my senses, I'm afraid this is all the power I have...{nl}I hope you will find it useful.	Belum lama semenjak kesadaran saya kembali, saya takut hanya ini kekuatan yang saya miliki...{nl}Saya harap ini akan berguna untukmu.
QUEST_20160218_003018	Jurus, forgive me for not fulfilling your orders.{nl}We've lost the Delmore Castle.{nl}What we have there is an unbelievably horrifying sight.{nl}The demons... They have begun to hunt down the people.{nl}	Jurus, maafkan aku karena tidak mampu memenuhi perintahmu.{nl}Kami telah kehilangan Dalmore Castle.{nl} Apa yang kami lihat disana adalah pemandangan yang luar biasa mengerikan.{nl} Para demon... Mereka mulai memburu orang-orang.{nl}
QUEST_20160218_003019	I fled, but I don't think I will reach Orsha.{nl}If someone finds this letter, please take it to Jurus in Orsha...{nl}Please, uphold the family. Eras.	Aku melarikan diri, tapi kurasa, aku tidak akan bisa sampai ke Orsha.{nl}Jika seseorang menemukan surat ini, Tolong berikan kepada Jurus di Orsha...{nl}Tolong, junjung nama keluarga. Eras.
QUEST_20160218_003020	First of all, magic must be strong.{nl}Using powerful spells to unleash powerful magic is basic.{nl}What can you do with weak magic, right?	Pertama-tama, magic haruslah kuat.{nl}Menggunakan mantra yang kuat untuk melepaskan sihir yang kuat adalah basic.{nl}Apa yang bisa kamu lakukan dengan sihir lemah?
QUEST_20160218_003021	To become a strong mage, you cannot idle around and ignore practice.{nl}Well, you might be able to catch up to talented people such as myself.	Untuk menjadi mage yang kuat, Kamu tidak boleh berdiam diri dan mengabaikan latihan.{nl}Nah, mungkin kamu akan bisa mengejar orang-orang berbakat seperti saya.
QUEST_20160218_003022	It's very important to maintain a relaxed mind when using magic.{nl}Not only can you not be able to use magic when losing your composure, {nl}you might also find yourself in danger.{nl}	Sangat penting untuk menjaga pikiran tetap tenang ketika menggunakan magic.{nl}Bukan hanya kamu tidak dapat menggunakan magic ketika kehilangan ketenanganmu,{nl}Kamu mungkin juga akan jatuh kedalam bahaya.{nl}
QUEST_20160218_003023	Those who use magic should keep their heads and hearts calm at all times.	Pengguna magic harus menjaga pikiran dan hati mereka tetap tenang setiap saat.
QUEST_20160218_003024	Delicate control is required for higher ranked magic.{nl}A minor mistake may lead to a fatal result.{nl}	Kontrol yang baik diperlukan untuk magic tingkat tinggi.{nl}Sebuah kesalahan kecil dapat menyebabkan hal yang fatal.{nl}
QUEST_20160218_003025	You must not forget this as you get more skillful and handle more variety of magic.	Kamu tidak boleh melupakan hal ini ketika kamu mulai lebih terampil dan menangani beragam jenis magic.
QUEST_20160218_003026	An advice from me?{nl}Speaking as a Linker, you must have a wide perspective and an open mind.{nl}	Sebuah saran dari saya?{nl}Sebagai seorang Linker, kamu harus memiliki perspektif yang luas dan pikiran yang terbuka.{nl}
QUEST_20160218_003027	There are many cases of those mages who uses magic.{nl}Without checking their surroundings as they want to cast magic as soon as possible.{nl}	Ada banyak kasus dari para mage yang menggunakan magic.{nl}Tanpa memeriksa keadaan disekitar mereka karena ingin mengeluarkan magic sesegera mungkin.{nl}
QUEST_20160218_003028	Not only do you have to watch for yourself and your enemies, {nl}but you must as well have to be in the head of your ally in arms.	Tidak hanya harus memerhatikan diri sendiri dan musuhmu,{nl} tetapi kamu juga harus berkerja sama dengan rekan-rekanmu.
QUEST_20160218_003029	If you don't plan the effects of your magic ahead, {nl}you are no different than those reckless novice soldiers swinging their swords around carelessly.	Jika Kamu tidak merencanakan dampak dari magic-mu ke depan,{nl}Kamu tidak berbeda dengan para tentara pemula yang mengayunkan pedang ke sekitar dengan sembarangan.
QUEST_20160218_003030	...After so many great accidents and tremendous feats, Zerai finally found people with{nl}whom he could study the supernatural powers that had manifested in himself.{nl}Eventually they came to contact with the magician group known as the Mage Society.{nl}	...Setelah begitu banyak kejadian besar dan prestasi yang luar biasa, Zerai akhirnya bertemu dengan orang-orang{nl}dimana ia bisa mempelajari supernatural power yang tersimpan didalam dirinya.{nl}Pada akhirnya mereka bertemu dengan magician group yang dikenal sebagai Mage Society.{nl}
