QUEST_LV_0100_20150317_000001	Sentinel	Sentinel
QUEST_LV_0100_20160218_011032	If you practice what I am about to teach ya...{nl}You can soon reach the top!	Bila kamu melatih apa yang akan aku ajarkan kepadamu...{nl}Kamu bisa segera menjadi yang terhebat!
QUEST_LV_0100_20160218_011033	If new magic is what you are looking for.{nl}Your current state indicates that you need to {nl}acquire more experiences handling the cold energy.{nl}	Jika magic baru adalah yang kamu cari.{nl}Keadaanmu saat ini menunjukkan bahwa kamu perlu{nl}memperoleh lebih banyak pengalaman menangani energi dingin.{nl}
QUEST_LV_0100_20160218_011034	Stronger magic awaits you but...{nl}Whether you can handle it is an entirely differnet matter.{nl}	Sihir yang kuat menantimu, tapi...{nl} Dapat atau tidaknya kamu mengatasinya adalah hal yang sama sekali berbeda.{nl}
QUEST_LV_0100_20160218_011035	I do find your attitude quite optimal.{nl}I conjecture that Frost Tome will serve you well.{nl}	Saya melihat sikapmu cukup optimal.{nl}Aku rasa Frost Tome akan melayanimu dengan baik.{nl}
QUEST_LV_0100_20160218_011036	The ice resistance of the monsters increases with the power of that tome, defeat them.{nl}Colder than coldness itself... {nl}Only those who overcome such trial would have no trouble learning new magic.	Daya tahan es dari para monster meningkat dengan kekuatan tome, kalahkan mereka.{nl} Lebih dingin dari rasa dingin itu sendiri...{nl}Hanya mereka yang mampu melawti ujian tersebut yang dapat mempelajari kekuatan magic baru.
QUEST_LV_0100_20160218_011037	This trial will only have a meaning when that tome is used to defeat monsters.	Ujian ini hanya akan memiliki makna bila tome itu digunakan untuk mengalahkan para monster.
QUEST_LV_0100_20160218_011038	Your handling of the cold energy has improved.{nl}Optimal. Keep the previous combat in mind and observe my instruction carefully.	Penangananmu terhadap energi dingin telah meningkat.{nl}Optimal. Pertahankan daya tempur sebelumnya ke dalam ingatan dan amati instruksiku dengan hati-hati.
QUEST_LV_0100_20160218_011039	Hmm... so you want to become a Psychokino.{nl}A great idea, I must say. Truly a magnificent choice.{nl}	Hmm... jadi kamu ingin menjadi seorang Psychokino.{nl}Ide bagus. Sungguh pilihan yang luar biasa.{nl}
QUEST_LV_0100_20160218_011040	But not everyone can wield Psychokinesis.{nl}One must realize the innate power bestowed in you from the goddesses.{nl}	Namun tidak semua orang bisa menggunakan psikokinesis.{nl}Salah satunya harus menyadari kekuatan yang ada didalam diri mereka yang diberikan oleh para Goddess .{nl}
QUEST_LV_0100_20160218_011041	You probably have no idea what I am talking about, right?{nl}Well, that's because it needs to be felt rather than explained. {nl}Do you wish to take up on a challenge?	Kamu mungkin tidak mengerti apa yang aku bicarakan, kan?{nl}Nah, karena itu harus dirasakan bukan hanya dijelaskan.{nl}Apakah kamu ingin mencoba tantangan ini?
QUEST_LV_0100_20160218_011042	Now, you seem prepared.{nl}Here's the scroll containing the spell of the Psychokino.{nl}	Sekarang, kelihatannya kamu sudah siap.{nl}Ini adalah scroll yang berisi spell Psychokino.{nl}
QUEST_LV_0100_20160218_011043	At least, you will instantly obtain the taste of the magic we use.	Setidaknya, Kamu akan bisa merasakan kekuatan magic yang biasa kami gunakan.
QUEST_LV_0100_20160218_011044	Use the scroll to feel the power inside you.{nl}Even just feeling it will make the learning much easier.	Gunakan scroll untuk merasakan kekuatan didalam dirimu.{nl}Bahkan hanya dengan merasakannya itu akan memudahkanmu mempelajarinya.
QUEST_LV_0100_20160218_011045	Good, now did you get the taste of what is it like?{nl}We call it the psychic power.{nl}	Bagus, sekarang kamu mengetahui bagaimana rasanya?{nl}Kami menyebutnya kekuatan psikis.{nl}
QUEST_LV_0100_20160218_011046	Enough with the theoretical learnings.{nl}Unto the practices of how to use psychic power.	Cukup dengan teori-teorinya.{nl}Praktekkan bagaimana menggunakan kekuatan psikis.
QUEST_LV_0100_20160218_011047	Having strong spells is certainly important but for a Linker, {nl}one must be able to empathize with the others.{nl}Finding the line connecting my mind and that of the other and making it reality. {nl}That is the job of a Linker.{nl}	Memiliki spell yang kuat memang penting, tetapi sebagi Linker,{nl}kami harus mampu berempati dengan orang lain.{nl}Menemukan garis yang menghubungkan pikiranku dengan yang lainnya dan membuatnya menjadi kenyataan.{nl}Itu adalah tugas Linker.{nl}
QUEST_LV_0100_20160218_011048	Was that far too complicated of an explanation?{nl}If so, let me give you a tip on a way to understand that... Are you up for it?	Apakah penjelasannya terlalu rumit?{nl}Jika demikian, izinkan aku memberimu tips untuk memahaminya... Apakah kamu siap?
QUEST_LV_0100_20160218_011049	A Linker must be able to find the connection point for each mana that each every one of us has.{nl}If you find this task to daunting, the way of a Linker is not for you.{nl}	Seorang Linker harus mampu menemukan titik koneksi setiap mana yang dimiliki oleh setiap orang.{nl}Jika kamu rasa tugas ini membingungkan, pilihan untuk menjadi seorang Linker bukanlah untukmu.{nl}
QUEST_LV_0100_20160218_011050	I believe that such epiphany will come to you naturally if you keep on fighting with monsters.{nl}Although you are not yet a Linker, you too might be able to sense the connection point.	Aku percaya bahwa pencerahan tersebut akan datang kepadamu dengan natural bila kamu terus berjuang melawan monster.{nl}Meskipun kamu belum menjadi Linker, kamu mungkin juga akan bisa merasakan titik koneksi.
QUEST_LV_0100_20160218_011051	Concentrate while battling monsters, you will see.{nl}All that is left is to hope that you have the talent.	Konsentrasi ketika melawan para monster, maka kamu akan melihatnya.{nl}Sisanya bergantung bakat yang kamu miliki.
QUEST_LV_0100_20160218_011052	Did you feel it?{nl}Then, the rest is easy. {nl}	Dapatkah kamu merasakannya?{nl}Selanjutnya, semuanya akan mudah.{nl}
QUEST_LV_0100_20160218_011053	Come back to me whenever you want to learn the Linker's magic.	Kembali temui akau kapanpun kamu ingin mempelajari Linker magic.
QUEST_LV_0100_20160218_011054	When you first came to Orsha, I had my doubts about you...{nl}But look at you now. Your tales of valour have spread out!{nl}	Ketika kamu pertama kali datang ke Orsha, aku ragu kepadamu...{nl}Namun lihat kamu sekarang. Kisah dari keberanianmu telah menyebar!{nl}
QUEST_LV_0100_20160218_011055	This is a final test.{nl}Let me test on how much you understand the path of the Archer.{nl}	Ini adalah test terakhir.{nl}Aku akan mengetest seberapa jauh kamu mengerti archer.{nl}
QUEST_LV_0100_20160218_011056	Although an Archer will not be defeated by anyone but, {nl}some enemies that can be tougher to beat. The flying cloth-type ones.{nl}	Meskipun Archer tidak terkalahkan oleh siapa pun,{nl}beberapa musuh akan sulit untuk dikalahkan. Terutama tipe flying-cloth.{nl}
QUEST_LV_0100_20160218_011057	Now, you know what to do, right?	Sekarang, kamu tahu apa yang harus dilakukan, bukan?
QUEST_LV_0100_20160218_011058	This is the Archer's Test Orb.{nl}It will record whether you have defeated ones properly.	Ini adalah Archer Test Orb.{nl}Itu akan mencatat apakah kamu telah mengalahkan salah satunya dengan tepat.
QUEST_LV_0100_20160218_011059	I hope you are not lost, even with all those hints I have given you.{nl}This is all part of the test.	Aku harap kamu tidak tersesat, setelah semua petunjuk yang telah aku berikan kepadamu,{nl}Ini semua adalah bagian dari test.
QUEST_LV_0100_20160218_011060	How was it?{nl}Wasn't it easier than usual?{nl}	Bagaimana?{nl}Bukankah itu lebih mudah dari biasanya?{nl}
QUEST_LV_0100_20160218_011061	No theory is left to teach you.{nl}The rest is practice! Even at the top, do not forget the basics.	Tidak ada teori yang tersisa untuk diajarkan kepadamu{nl}Selanjutnya adalah latihan! Bahkan ketika berada di puncak kejayaan, jangan lupakan basicnya.
QUEST_LV_0100_20160218_011062	I am participating in those efforts myself as well.{nl}A Ranger is there to help those who are in danger.{nl}	Aku juga memiliki andil atas usaha-usahaku sendiri.{nl}Keberadaan ranger untuk membantu orang-orang yang berada dalam bahaya.{nl}
QUEST_LV_0100_20160218_011063	A part test, a part volunteer work. I want you to help the effort to restore Orsha, you up for it?{nl}A Ranger is there to help those who are in danger.	Bagian dari tes, bagian dari relawan. Aku ingin kamu membantu upaya perbaikan Orsha, apakah kamu siap?{nl}Keberadaan ranger untuk membantu orang-orang yang berada dalam bahaya.
QUEST_LV_0100_20160218_011064	The most urgent matter at hand is that we need the stone materials for rebuilding the wall.{nl}In Koru Jungle, you might find the appropriate stone.	Masalah yang paling mendesak sekarang adalah kami memerlukan batuan untuk membangun kembali tembok.{nl}Di dalam Koru Jungle, mungkin kamu bisa menemukan batuan yang tepat.
QUEST_LV_0100_20160218_011065	The roots really did a number on the wall.{nl}Not to mention the time I had to stop the Pyromancer Submaster from burning them all down...{nl}	Akar itu benar-benar banyak menjalar di dinding.{nl}Belum lagi sewaktu aku harus menghentikan Pyromancer submaster untuk membakaran mereka semua...{nl}
QUEST_LV_0100_20160218_011066	Woah, now you did diligently. {nl}It would do a lot of good.{nl}	Woah, sekarang kamu melakukannya dengan rajin.{nl}Itu sangatlah baik.{nl}
QUEST_LV_0100_20160218_011067	I am a bit busy but a promise is a promise. I will teach you the new skills.{nl}Learn well and practice as often as possible.	Aku sedikit sibuk namun janji adalah janji. Aku akan mengajarkanmu skill baru.{nl}Pelajari dengan baik dan berlatihlah sesering mungkin.
QUEST_LV_0100_20160218_011068	You seem to be ready to learn new skills.{nl}But at the moment, there is a lot on my plate... {nl}	Kamu tampaknya siap untuk mempelajari skill baru.{nl}Namun saat ini, ada banyak hal yang perlu aku lakukan...{nl}
QUEST_LV_0100_20160218_011069	Help me on this and then I might be able to help you back.{nl}How about that? Help me rebuild Orsha. It will be worthwhile.	Membantuku dalam hal ini dan nantinya mungkin aku akan bisa membantumu kembali.{nl} Bagaimana? Membantuku membangun kembali Orsha. Ini akan sangat membantu.
QUEST_LV_0100_20160218_011070	It seems there is a shortage of materials.{nl}Especially, the adhesive to hold the bricks tight.{nl}	Tampaknya kami kekurangan material.{nl}Terutama, perekat untuk menahan batu bata supaya kuat.{nl}
QUEST_LV_0100_20160218_011071	Defeat Plant-type monsters and obtain the sticky liquid from them.{nl}A stronger monster is the stronger fluid it yields.	Kalahkan monster tipe plant dan dapatkan cairan perekat dari mereka.{nl}Semakin kuat monsternya maka semakin kuat cairan perekat yang dihasilkan.
QUEST_LV_0100_20160218_011072	Everyone is on the effort to rebuild Orsha, our home.{nl}On that fateful Medzio Diena, we all thought the world would end... {nl}But there are some things that even such catastrophe cannot break.	Setiap orang berupaya untuk membangun kembali Orsha, rumah kami.{nl}Pada saat Medzio Diena, kami semua berpikir dunia akan berakhir...{nl}Namun ada beberapa hal yang bencana besar itu tidak dapat hancurkan.
QUEST_LV_0100_20160218_011073	You came back earlier than I expected.{nl}All good. Everything seems to be getting into its rightful place.{nl}	Kau kembali lebih awal dari yang ku duga.{nl}Bagus. Semuanya terlihat berada ditempat yang seharusnya.{nl}
QUEST_LV_0100_20160218_011074	Nice to meet you. {nl}You must be the new applicant for becoming a Sapper?{nl}	Senang bertemu denganmu.{nl}Kamu pasti orang baru yang ingin menjadi seorang Sapper?{nl}
QUEST_LV_0100_20160218_011075	The ideal Sapper is the one who is always cautious.{nl}The one who flawedly sets up traps can ruin the flow of the battlefield.{nl}	Sapper yang ideal adalah orang yang selalu berhati-hati.{nl}Kesalahan dalam meletakkan perangkap dapat merusak arus pertempuran.{nl}
QUEST_LV_0100_20160218_011076	I am a Sapper and a soldier. I detest jokey attitude.{nl}I will see how serious you work on the mission, {nl}and I will determine whether you can be in or out.	Aku adalah seorang Sapper dan seorang prajurit. Aku benci sikap tidak serius.{nl}Aku akan lihat seberapa serius kamu mengerjakan misi,{nl}dan aku akan menentukan apakah kamu dapat diterima atau tidak.
QUEST_LV_0100_20160218_011077	I am currently researching and developing a new kind of trap.{nl}It is going to be something completely different from all the previous traps.{nl}	Saat ini aku meneliti dan mengembangkan perangkap jenis baru.{nl}Ini akan menjadi sesuatu yang sama sekali berbeda dari semua jenis perangkap sebelumnya.{nl}
QUEST_LV_0100_20160218_011078	Go to Koru Jungle and find me some Sturdy Research Stones.{nl}If you take this mission seriously, you will not bring stone that crumble upon a mere touch.	Pergilah ke Koru Jungle dan carikan aku beberapa Sturdy Research Stones.{nl}Jika kamu mengambil misi ini dengan serius, kamu tidak akan membawa batu yang mudah hancur hanya dengan sentuhan biasa.
QUEST_LV_0100_20160218_011079	It doesn't matter how strong you are, if you have an inappropriate attitude, {nl}You are out. Understood? {nl}One wrongfully set up trap can cause irreparable damage to the rest of the team.	Tidak peduli seberapa kuat dirimu, jika kamu memiliki sikap yang tidak pantas,{nl}Kamu tidak diterima. Paham?{nl}Satu kesalahan dalam meletakkan perangkap dapat menyebabkan kerusakan permanen pada seluruh tim.
QUEST_LV_0100_20160218_011080	Hm. You've passed the test.{nl}I must warn you my training is harsh and strict. Only concentrating through is the only way.	Hm. kamu telah lulus test.{nl}Aku harus memperingatkanmu, pelatihanku sangat keras dan ketat. Cara satu-satunya hanyalah dengan berkonsentrasi.
QUEST_LV_0100_20160218_011081	A Hunter, eh? I take it that you're good with a bow and arrow?{nl}If it were all up to me, I would take everyone in but if I did that, think of all the shenanigans.{nl}	Seorang Hunter, eh? Aku yakin kamu hebat dengan busur dan anak panah, bukan?{nl}Jika semuanya terserah padaku, aku akan menerima semuanya tetapi jika saya melakukannya, aku pikir itu tidak baik.{nl}
QUEST_LV_0100_20160218_011082	So let me test you on your worthiness to become one of my students.	Aku akan menguji seberapa layaknya dirimu untuk menjadi salah satu muridku.
QUEST_LV_0100_20160218_011083	A Hunter needs to be able to enjoy the danger and the thrill it entails.{nl}For example... Ah, yes, like inside a dungeon.{nl}	Seorang Hunter harus dapat menikmati bahaya dan ketegangan yang menyertainya.{nl}Contohnya... Ah, ya, seperti di dalam dungeon.{nl}
QUEST_LV_0100_20160218_011084	It doesn't matter which monster in a dungeon.{nl}What's important is to keep calm in a dangerous situation. {nl}If then, I will acknowledge you.{nl}	Tidak peduli monster seperti apa yang ada didalam dungeon.{nl}Yang terpenting adalah untuk tetap tenang dalam situasi yang berbahaya.{nl}Dengan begitu, aku akan mengakuimu.{nl}
QUEST_LV_0100_20160218_011085	Hmm... I think the Ashaq Underground Prison or the Novaha Monastery would be too easy.{nl}The more danger there lurks, there higher your score will be.	Hmm... Aku rasa Ashaq Underground Prison atau Novaha Monastery itu terlalu mudah.{nl}Semakin besar bahaya yang mengintai, maka semakin tinggi skor yang akan kamu dapatkan.
