ITEM_20150317_000001	Empty_helmet	없음_helmet	Empty_Helmet
ITEM_20160218_009210	Gosaru Bones	고사루의 뼈	Gosaru Bones
ITEM_20160218_009211	Often used for manufacturing small tools.{nl}Obtained from Gosarus.	작은 도구를 만들 때 많이 사용됩니다. 고사루에게서 획득합니다.	Sering digunakan untuk pembuatan alat-alat kecil. {nl}Diperoleh dari Gosarus.
ITEM_20160218_009212	Raffly Stems	라플리 줄기	Raffly Stems
ITEM_20160218_009213	Annoyingly mushy stems.{nl}Obtained from Rafflys.	기분나쁘게 흐물거리는 줄기입니다. 라플리에게서 획득합니다.	stems lembek yang menggangu. {nl}Diperoleh dari Rafflys.
ITEM_20160218_009214	Kenol Crystal	케놀 수정	Kenol Crystal
ITEM_20160218_009215	Crystal that grows on the backs of Kenols.{nl}Obtained from Kenols.	케놀의 등에서 자라나는 수정입니다. 케놀에게서 획득합니다.	Crystal yang tumbuh dipunggung Kenols. {nl}Diperoleh dari Kenols.
ITEM_20160218_009216	Pag Cloth	페이그 헝겊	Pag Cloth
ITEM_20160218_009217	A cloth with patches and stitches.{nl}Obtained from Pags.	여기저기가 꿰매진 헝겊입니다.	Cloth dengan tambalan dan jahitan. {nl}Diperoleh dari Pags.
ITEM_20160218_009218	Glyphring Fragment	글리프링 파편	Glyphring Fragment
ITEM_20160218_009219	One mustn't see this as simple rock fragment.{nl}Obtained from Glyphrings.	단순한 돌로 보아선 안됩니다. 글리프링에게서 획득합니다.	Terlihat seperti simple rock fragment. {nl}Diperoleh dari Glyphrings.
ITEM_20160218_009220	Ferret Fur	페릿의 털	Ferret Fur
ITEM_20160218_009221	Ferret fur is very soft, which makes it a popular item.{nl}Obtained from Ferrets.	페릿의 털은 매우 부드러워서 인기가 매우 좋습니다. 페릿에게서 획득합니다.	Ferret fur sangat lembut, sehingga menjadikan item yang diminati. {nl}Diperoleh dari Ferrets.
ITEM_20160218_009222	Ninjutsu Bomb	인법용 폭약	No Jutsu Bomb
ITEM_20160218_009223	A bomb used for Ninjutsu.{nl}Purchasable from the Shinobi Master.	인법에 사용되는 폭탄입니다. 시노비 마스터에게서 구입합니다.	ini adalah No jutsu Bomb. Kamu bisa membeli nya dari Sinobi Master.
ITEM_20160218_009224	Cape	망토	Cape
ITEM_20160218_009225	Purchasable from the Chaplain Master.	채플린 마스터에게서 구입합니다.	Dapat dibeli dari Chaplain Master.
ITEM_20160218_009226	Divine Amulet	디바인 어뮬렛	Divine Amulet
ITEM_20160218_009227	[Effect][In development]	[장착 효과][구현중]	[Equip Effect][In development]
ITEM_20160218_009228	Rose Amulet	로즈 어뮬렛	Rose Amulet
ITEM_20160218_009229	Tini Amulet	티니 어뮬렛	Tiny Amulet
ITEM_20160218_009230	Crescent Amulet	크레센트 어뮬렛	Crescent Amulet
ITEM_20160218_009231	Sun Amulet	선 어뮬렛	Sun Amulet
ITEM_20160218_009232	Fortune Amulet	포춘 어뮬렛	Fortune Amulet
ITEM_20160218_009233	Bead Amulet	비드 어뮬렛	Bead Amulet
ITEM_20160218_009234	Cross Medal Amulet	크로스메달 어뮬렛	Cross Medal Amulet
ITEM_20160218_009235	Gem Amulet	젬 어뮬렛	Gem Amulet
ITEM_20160218_009236	Dilgele Seeds	딜겔레 씨앗	Dilgele Seeds
ITEM_20160218_009237	You can plant these seeds to grow crops.{nl}Can only be used in a Guild Hangout.	작물을 재배할 수 있는 씨앗입니다. 길드 아지트 내에서 사용 가능합니다.	Kamu bisa menanam benih ini agar tumbuh dan berbuah. {nl}Hanya bisa digunakan dalam guild's hangout.
ITEM_20160218_009238	Gyslotis Seeds	기슬로티스 씨앗	Gyslotis Seeds
ITEM_20160218_009239	Raudonelis	라오도넬리스 씨앗	Raudonelis
ITEM_20160218_009240	Guinea Pig Egg	기니피그 알	Guinea Pig Egg
ITEM_20160218_009241	You can grow a companion from this egg. {nl}Can only be used in a Guild Hangout.	컴패니언을 키울 수 있는 알입니다. 길드 아지트 내에서 사용 가능합니다.	Kamu bisa mendapatkan companion dari telur ini. {nl}Hanya bisa digunakan dalam guild's hangout.
ITEM_20160218_009242	Lesser Panda Egg	레서팬다 알	Lesser Panda Egg
ITEM_20160218_009243	Baby Pig Egg	아기돼지 알	Baby Pig Egg
ITEM_20160218_009244	Toucan Egg	투칸 알	Toucan Egg
ITEM_20160218_009245	Owl Egg	올빼미 알	Owl Egg
ITEM_20160218_009246	Reincarnation Egg	환생체 알	Reincarnation Egg
ITEM_20160218_009247	The Reincarnation Egg of a past companion. It inherits the abilities of the dead companion and retains all memories of its master.	함께했던 컴패니언의 환생체의 알 입니다. 죽은 컴패니언의 능력치를 일부 계승하고, 주인에 대한 기억이 남아있습니다.	Reincarnation Egg of a past companion. Mewarisi kemampuan companion yang sudah mati dan mempertahankan semua kenangan mengenai master nya.
ITEM_20160218_009248	Blue Orb: Confined Infrogalas Archer	블루 오브:수감된 인프로 갈라스 궁수	Blue Orb: Confined Infrogalas Archer
ITEM_20160218_009249	Blue Orb: Blue Ticen	블루 오브:푸른 티켄	Blue Orb: Blue Ticen
ITEM_20160218_009250	Blue Orb: Blue Ticen Crossbow Soldier	블루 오브:푸른 티켄 석궁병	Blue Orb: Blue Ticen Crossbow Soldier
ITEM_20160218_009251	Blue Orb: Red Socket Archer	블루 오브:붉은 소켓	Blue Orb: Red Socket Archer
ITEM_20160218_009252	Blue Orb: Socket Archer	블루 오브:푸른 소켓 궁수	Blue Orb: Socket Archer
ITEM_20160218_009253	Blue Orb: Blue Ticen Magician	블루 오브:푸른 티켄 마법사	Blue Orb: Blue Ticen Magician
ITEM_20160218_009254	Blue Orb: Red Chafperor	블루 오브:붉은 체이퍼러	Blue Orb: Red Chafperor
ITEM_20160218_009255	Blue Orb: Red Chafperor Mage	블루 오브:붉은 체이퍼러 메이지	Blue Orb: Red Chafperor Mage
ITEM_20160218_009256	Blue Orb: White Dandel	블루 오브:하얀 단델	Blue Orb: White Dandel
ITEM_20160218_009257	Blue Orb: Brown Rambear	블루 오브:갈색 램베어	Blue Orb: Brown Rambear
ITEM_20160218_009258	Blue Orb: Brown Rambear Archer	블루 오브:갈색 램베어 궁수	Blue Orb: Brown Rambear Archer
ITEM_20160218_009259	Blue Orb: Brown Rambear Magician	블루 오브:갈색 램베어 마법사	Blue Orb: Brown Rambear Magician
ITEM_20160218_009260	Blue Orb: Red Deadborn Scap	블루 오브:붉은 데드본스캡	Blue Orb: Red Deadborn Scap
ITEM_20160218_009261	Blue Orb: Red Deadborn Scap Magician	블루 오브:붉은 데드본스캡 마법사	Blue Orb: Red Deadborn Scap Magician
ITEM_20160218_009262	Blue Orb: Green Infro Holder	블루 오브:초록 인프로 홀더	Blue Orb: Green Infro Holder
ITEM_20160218_009263	Blue Orb: Green Kepari	블루 오브:초록 케파리	Blue Orb: Green Kepari
ITEM_20160218_009264	Blue Orb: Green Kepari Shaman	블루 오브:초록 케파리 주술사	Blue Orb: Green Kepari Shaman
ITEM_20160218_009265	Blue Orb: Blue Temple Slave	블루 오브:푸른 템플슬레이브	Blue Orb: Blue Temple Slave
ITEM_20160218_009266	Blue Orb: Blue Flask	블루 오브:푸른 플라스크	Blue Orb: Blue Flask
ITEM_20160218_009267	Blue Orb: Orange Minos	블루 오브:주황 미노스	Blue Orb: Orange Minos
ITEM_20160218_009268	Blue Orb: Red Infro Holder Archer	블루 오브:붉은 인프로 홀더 궁수	Blue Orb: Red Infro Holder Archer
ITEM_20160218_009269	Blue Orb: Green Minos Mage	블루 오브:초록 미노스 메이지	Blue Orb: Green Minos Mage
ITEM_20160218_009270	Blue Orb: Red Infro Holder	블루 오브:붉은 인프로 홀더	Blue Orb: Red Infro Holder
ITEM_20160218_009271	Blue Orb: Blue Socket	블루 오브:푸른 소켓	Blue Orb: Blue Socket
ITEM_20160218_009272	Blue Orb: Green Infro Holder Shaman	블루 오브:초록 인프로 홀더 주술사	Blue Orb: Green Infro Holder Shaman
ITEM_20160218_009273	Blue Orb: Red Saltisdaughter	블루 오브:붉은 살티스도터	Blue Orb: Red Saltisdaughter
ITEM_20160218_009274	Blue Orb: Green Saltisdaughter Archer	블루 오브:초록 살티스도터 궁수	Blue Orb: Green Saltisdaughter Archer
ITEM_20160218_009275	Blue Orb: Green Lepusbunny Magician	블루 오브:초록 레푸스버니 마법사	Blue Orb: Green Lepusbunny Magician
ITEM_20160218_009276	Blue Orb: White Groll	블루 오브:하얀 그롤	Blue Orb: White Groll
ITEM_20160218_009277	Blue Orb: Red Saltisdaughter Magician	블루 오브:붉은 살티스도터 마법사	Blue Orb: Red Saltisdaughter Magician
ITEM_20160218_009278	Blue Orb: Green Lepusbunny Magician	블루 오브:초록 레푸스버니	Blue Orb: Green Lepusbunny Magician
ITEM_20160218_009279	Blue Orb: Green Lepusbunny Assassin	블루 오브:초록 레푸스버니 암살자	Blue Orb: Green Lepusbunny Assassin
ITEM_20160218_009280	Blue Orb: Blue Siaulav	블루 오브:푸른 샤울라브	Blue Orb: Blue Siaulav
ITEM_20160218_009281	Blue Orb: Blue Siaulav Mage	블루 오브:푸른 샤울라브 메이지	Blue Orb: Blue Siaulav Mage
ITEM_20160218_009282	Blue Orb: Blue Siaulav Archer	블루 오브:푸른 샤울라브 궁수	Blue Orb: Blue Siaulav Archer
ITEM_20160218_009283	Blue Orb: Blue Lapasape	블루 오브:푸른 라프세이프	Blue Orb: Blue Lapasape
ITEM_20160218_009284	Blue Orb: Papayam	블루 오브:파파얌	Blue Orb: Papayam
ITEM_20160218_009285	Blue Orb: Red Truffle	블루 오브:붉은 트리펠리	Blue Orb: Red Truffle
ITEM_20160218_009286	Blue Orb: Green Corpse Flower	블루 오브:초록 시체꽃	Blue Orb: Green Corpse Flower
ITEM_20160218_009287	Blue Orb: Blue Spion Mage	블루 오브:푸른 스피온 메이지	Blue Orb: Blue Spion Mage
ITEM_20160218_009288	Blue Orb: Blue Spion	블루 오브:푸른 스피온	Blue Orb: Blue Spion
ITEM_20160218_009289	Blue Orb: Blue Spion Archer	블루 오브:푸른 스피온 궁수	Blue Orb: Blue Spion Archer
ITEM_20160218_009290	Blue Orb: Gray Stoulet	블루 오브:회색 스타울리트	Blue Orb: Gray Stoulet
ITEM_20160218_009291	Blue Orb: Orange Siaulav	블루 오브:주황 샤울라브	Blue Orb: Orange Siaulav
ITEM_20160218_009292	Blue Orb: Orange Siaulav Archer	블루 오브:주황 샤울라브 궁수	Blue Orb: Orange Siaulav Archer
ITEM_20160218_009293	Blue Orb: Green Hohen Ritter	블루 오브:초록 호헨 리터	Blue Orb: Green Hohen Ritter
ITEM_20160218_009294	Blue Orb: Green Hohen Barkle	블루 오브:초록 호헨 바클	Blue Orb: Green Hohen Barkle
ITEM_20160218_009295	Blue Orb: Red Hohen Mage	블루 오브:붉은 호헨 메이지	Blue Orb: Red Hohen Mage
ITEM_20160218_009296	Blue Orb: Brown Hohen Main	블루 오브:갈색 호헨 메인	Blue Orb: Brown Hohen Main
ITEM_20160218_009297	Blue Orb: Green Hohen Orben	블루 오브:초록 호헨 올벤	Blue Orb: Green Hohen Orben
ITEM_20160218_009298	Blue Orb: Brown Harugal	블루 오브:갈색 하루갈	Blue Orb: Brown Harugal
ITEM_20160218_009299	Blue Orb: Blue Wendigo Searcher	블루 오브:푸른 웬디고 수색꾼	Blue Orb: Blue Wendigo Searcher
ITEM_20160218_009300	Blue Orb: Orange Minos Archer	블루 오브:주황 미노스 궁수	Blue Orb: Orange Minos Archer
ITEM_20160218_009301	Blue Orb: Yellow Coliflower	블루 오브:노란 콜리플라이	Blue Orb: Yellow Coliflower
ITEM_20160218_009302	Blue Orb: Green Saltisdaughter	블루 오브:초록 살티스도터	Blue Orb: Green Saltisdaughter
ITEM_20160218_009303	Blue Orb: Black Coliflower Mage	블루 오브:검은 콜리플라이 메이지	Blue Orb: Black Coliflower Mage
ITEM_20160218_009304	Blue Orb: Black Coliflower Archer	블루 오브:검은 콜리플라이 궁수	Blue Orb: Black Coliflower Archer
ITEM_20160218_009305	Blue Orb: Brown Colimen	블루 오브:갈색 콜리멘	Blue Orb: Brown Colimen
ITEM_20160218_009306	Blue Orb: Brown Colimen Magician	블루 오브:갈색 콜리멘 마법사	Blue Orb: Brown Colimen Magician
ITEM_20160218_009307	Blue Orb: Blue Terra Imp	블루 오브:푸른 테라임프	Blue Orb: Blue Terra Imp
ITEM_20160218_009308	Blue Orb: Blue Lapasape Mage	블루 오브:푸른 라프세이프 메이지	Blue Orb: Blue Lapasape Mage
ITEM_20160218_009309	Blue Orb: Blue Colimen	블루 오브:푸른 콜리멘	Blue Orb: Blue Colimen
ITEM_20160218_009310	Blue Orb: Red Lepusbunny	블루 오브:붉은 레푸스버니	Blue Orb: Red Lepusbunny
ITEM_20160218_009311	Blue Orb: Red Lepusbunny Assassin	블루 오브:붉은 레푸스버니 암살자	Blue Orb: Red Lepusbunny Assassin
ITEM_20160218_009312	Blue Orb: Blue Hohen Main	블루 오브:푸른 호헨 메인	Blue Orb: Blue Hohen Main
ITEM_20160218_009313	Blue Orb: Blue Hohen Mage	블루 오브:푸른 호헨 메이지	Blue Orb: Blue Hohen Mage
ITEM_20160218_009314	Blue Orb: Blue Cronewt	블루 오브:푸른 크로뉴트	Blue Orb: Blue Cronewt
ITEM_20160218_009315	Blue Orb: Blue Lapasape Shaman	블루 오브:푸른 라프세이프 주술사	Blue Orb: Blue Lapasape Shaman
ITEM_20160218_009316	Blue Orb: Blue Hohen Ritter	블루 오브:푸른 호헨 리터	Blue Orb: Blue Hohen Ritter
ITEM_20160218_009317	Blue Orb: Blue Cronewt Poisoned Needler	블루 오브:푸른 크로뉴트 독침술사	Blue Orb: Blue Cronewt Poisoned Needler
ITEM_20160218_009318	Blue Orb: Blue Hohen Barkle	블루 오브:푸른 호헨 바클	Blue Orb: Blue Hohen Barkle
ITEM_20160218_009319	Blue Orb: Blue Tini	블루 오브:푸른 티니	Blue Orb: Blue Tiny
ITEM_20160218_009320	Blue Orb: White Spion	블루 오브:하얀 스피온	Blue Orb: White Spion
ITEM_20160218_009321	Blue Orb: Blue Cronewt Magician	블루 오브:푸른 크로뉴트 마법사	Blue Orb: Blue Cronewt Magician
ITEM_20160218_009322	Blue Orb: Brown Lapasape	블루 오브:갈색 라프세이프	Blue Orb: Brown Lapasape
ITEM_20160218_009323	Blue Orb: Red Hohen Orben	블루 오브:붉은 호헨 올벤	Blue Orb: Red Hohen Orben
ITEM_20160218_009324	Blue Orb: White Wendigo Searcher	블루 오브:하얀 웬디고 수색꾼	Blue Orb: White Wendigo Searcher
ITEM_20160218_009325	Blue Orb: Blue Tini Archer	블루 오브:푸른 티니 궁수	Blue Orb: Blue Tiny Archer
ITEM_20160218_009326	Blue Orb: Blue Hohen Gulak	블루 오브:푸른 호헨 굴락	Blue Orb: Blue Hohen Gulak
ITEM_20160218_009327	Blue Orb: Black Kepari	블루 오브:검은 케파리	Blue Orb: Black Kepari
ITEM_20160218_009328	Blue Orb: Brown Tini Magician	블루 오브:갈색 티니 마법사	Blue Orb: Brown Tiny Magician
ITEM_20160218_009329	Blue Orb: White Spion Mage	블루 오브:하얀 스피온 메이지	Blue Orb: White Spion Mage
ITEM_20160218_009330	Blue Orb: Blue Harugal	블루 오브:푸른 하루갈	Blue Orb: Blue Harugal
ITEM_20160218_009331	Blue Orb: Green Socket	블루 오브:초록 소켓	Blue Orb: Green Socket
ITEM_20160218_009332	Blue Orb: Green Socket Mage	블루 오브:초록 소켓 메이지	Blue Orb: Green Socket Mage
ITEM_20160218_009333	Blue Orb: Brown Stoulet Archer	블루 오브:갈색 스타울리트 궁수	Blue Orb: Brown Stoulet Archer
ITEM_20160218_009334	Blue Orb: Blue Ridimed	블루 오브:푸른 리디메드	Blue Orb: Blue Ridimed
ITEM_20160218_009335	Blue Orb: Red Puragi	블루 오브:붉은 푸라기	Blue Orb: Red Puragi
ITEM_20160218_009336	Blue Orb: Black Old Kepa	블루 오브:검은 늙은케파	Blue Orb: Black Old Kepa
ITEM_20160218_009337	Blue Orb: Yellow Griba	블루 오브:노란 그리바	Blue Orb: Yellow Griba
ITEM_20160218_009338	Blue Orb: Blue Sakmoli	블루 오브:푸른 사크몰리	Blue Orb: Blue Sakmoli
ITEM_20160218_009339	Blue Orb: Green Meduja	블루 오브:초록 미듀쟈	Blue Orb: Green Meduja
ITEM_20160218_009340	Blue Orb: Blue Fisherman	블루 오브:푸른 피셔맨	Blue Orb: Blue Fisherman
ITEM_20160218_009341	Blue Orb: Brown Terra Imp	블루 오브:갈색 테라임프	Blue Orb: Brown Terra Imp
ITEM_20160218_009342	Blue Orb: Red Dawn Maiden	블루 오브:붉은 황혼의 시녀	Blue Orb: Red Dawn Maiden
ITEM_20160218_009343	Blue Orb: Blue Elet	블루 오브:푸른 엘렛	Blue Orb: Blue Elet
ITEM_20160218_009344	Blue Orb: Blue Nuo	블루 오브:푸른 누오	Blue Orb: Blue Nuo
ITEM_20160218_009345	Blue Orb: Red Socket Archer	블루 오브:붉은 소켓 궁수	Blue Orb: Red Socket Archer
ITEM_20160218_009346	Blue Orb: Blue Terra Imp Mage	블루 오브:푸른 테라임프 메이지	Blue Orb: Blue Terra Imp Mage
ITEM_20160218_009347	Blue Orb: Blue Guardian Spider	블루 오브:푸른 수호 거미	Blue Orb: Blue Guardian Spider
ITEM_20160218_009348	Blue Orb: Red  Socket Mage	블루 오브:붉은 소켓 메이지	Blue Orb: Red  Socket Mage
ITEM_20160218_009349	Blue Orb: Red Darkness Maiden	블루 오브:붉은 어둠의 시녀	Blue Orb: Red Darkness Maiden
ITEM_20160218_009350	Blue Orb: Blue Nuka	블루 오브:푸른 누카	Blue Orb: Blue Nuka
