QUEST_UNUSED_20150317_000001	A ha, you're on your way to see Master Pardoner. I wish you luck.	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.	Oh, sedang menuju ke Master Pardoner. Semoga beruntung.
QUEST_UNUSED_20151116_002558	Priest Pranas asked you to destroy the curse totem that is set up on the 2nd floor of Ashaq Underground Prison	사제 프라나스는 아샤크 지하 감옥 2층에 설치되어 있는 저주 토템을 파괴해달라고 부탁했습니다	Priest pranas memintamu untuk menghancurkan curse totem yang berada di  2nd floor of Ashak Underground Prison
QUEST_UNUSED_20151116_002559	Rescue Priest Irma	사제 이르마 구출	Selamatkan priest. Iruma
QUEST_UNUSED_20151116_002560	Priest Pranas asked you to rescue Priest Irma who is isolated in the 3rd district	사제 프라나스는 3번 구역에 고립된 사제 이르마를 구출해달라고 부탁했습니다	Priest pranas memintamu untuk menyelamatkan priest iruma yang terkurung di 3rd district
QUEST_UNUSED_20151116_002561	Talk to Priest Irma	사제 이르마와 대화하세요	Bicara dengan Priest Irma
QUEST_UNUSED_20151116_002562	Defeat Fire Lord	파이어로드 처치	Kalahkan Fire Lord
QUEST_UNUSED_20151116_002563	Destroy the 4th Ward Cursed Totem	4구역 감시 토템 파괴	Hancurkan Ward Cursed Totem
QUEST_UNUSED_20151116_002564	Priest Irma wants to destroy the surveillance totem and directs the attention of the Demon Lord Marnox to another direction and retrieve the demons' written instructions that are on the 3rd floor of Ashaq Underground Prison. Destroy the surveillance totem.	사제 이르마는 감시 토템을 파괴하여 마군주 마르녹스의 관심을 다른 곳으로 돌리고 아샤크 지하 감옥 3층의 마족 지령서를 회수하러 가자고 합니다. 감시 토템을 파괴하세요	Priest Iruma ingin menghancurkan Surveilance Totem untuk menarik perhatian Demon Lord . Marnox kearah lain  dan mendapatkan kembali demon's writer
QUEST_UNUSED_20151116_002565	Destroy the surveillance totem	감시 토템 파괴	Hancurkan surveillance totem
QUEST_UNUSED_20151116_002566	Priest Irma wants to destroy the surveillance totem and directs the attention of the Demon Lord Marnox to another direction and retrieve the demons' written instructions that are on the 3rd floor of Ashaq Underground Prison. Collect the unstable demonic stones near the 2nd surveillance totem and attach them onto it to destroy it	사제 이르마는 감시 토템을 파괴하여 마군주 마르녹스의 관심을 다른 곳으로 돌리고 아샤크 지하 감옥 3층의 마족 지령서를 회수하러 가자고 합니다. 두 번째 감시토템 주변의 불안정한 마석을 수집하여 감시 토템에 부착하여 파괴하세요	Priest Irma ingin menghancurkan totem pengawas dan mengarahkan perhatian Demon Lord Marnox ke arah lain untuk mengambil kembali instruksi tertulis demon yang berada di lantai 3 Ashaq Underground Prison. Kumpulkan demonic stone yang tidak stabil di dekat totem pengawas ke 2 dan tempelkan ke atasnya untuk menghancurkannya
QUEST_UNUSED_20151116_002567	Priest Irma suggests you destroy the surveillance totem to distract Demon Lord Marnox and go to Ashaq Underground Prison 3F to retrieve the Demon Orders. Attach the incomplete demon stones found around the second totem to it and destroy the totem.	사제 이르마는 감시 토템을 파괴하여 마군주 마르녹스의 관심을 다른 곳으로 돌리고 아샤크 지하 감옥 3층의 마족 지령서를 회수하러 가자고 합니다. 두 번째 감시토템 주변의 불안정한 마석을 수집하여 감시 토템에 부착 후 파괴하세요	Priest Irma menyarankanmu untuk menghancurkan totem pengawas untuk mengalihkan perhatian Demon Lord Marnox dan pergi ke Ashaq Underground Prison 3F untuk mengambil Demon Order. Pasang demon stone yang tidak stabil di sekitar totem kedua untuk menghancurkannya.
QUEST_UNUSED_20151116_002568	Talk with Gelija	겔리야와 대화	Bicara dengan Gelija
QUEST_UNUSED_20151116_002569	Talk to Gelija	겔리야와 대화하세요	Bicara dengan Gelija
QUEST_UNUSED_20151116_002570	What If Again	만약에 또 만약에	What If Again
QUEST_UNUSED_20151116_002571	Talk with Priest Auranas	사제 아우라나스와 대화	Bicara dengan priest, Auranas
QUEST_UNUSED_20151116_002572	Talk to Priest Auranas	사제 아우라나스와 대화하세요	Bicara dengan Priest Auranas
QUEST_UNUSED_20151116_002573	Collect Twinkling Pearl Powder	반짝이는 진주가루 수집	Kumpulkan Shining Pearl Powder
QUEST_UNUSED_20151116_002574	Priest Auranas brought various traps and goods for the request of Urbonas to prepare the days like today. Auranas told you that if you could collect shining pearl powder from the 1st district, he would make useful goods to fight against the demons	사제 아우라나스는 우르보나스의 요청으로 오늘과 같은 일이 일어날 때를 대비하여 아샤크 지하 감옥을 맡아서 각종 함정과 물품들을 준비해 왔다고 합니다. 아우라나스가 준비해둔 반짝이는 진주가루를 1번 지역에서 수집해오면 마족들을 처리하는 데 유용한 물건을 만들어 준다고 합니다	Priest Auranas membawa berbagai jebakan dan barang atas permintaan Urbonas untuk menghadapi hari-hari seperti hari ini. Auranas mengatakan bahwa jika kamu bisa mengumpulkan shining pearl powder dari distrik 1, ia akan membuatkanmu barang-barang yang berguna untuk melawan para demon.
QUEST_UNUSED_20151116_002575	Defeat the demons	마족 처리	Kalahkan para demon
QUEST_UNUSED_20151116_002576	Priest Auranas told you that when you use the orbs that are made of pearls, you would be able to find the demons that are ranked high. When you use the orbs, you would be able to bind the high ranked demons and the spirits of the subordinate demons together and if you defeat high ranked demons, you would be able to defeat subordinate demons simultaneously.	사제 아우라나스는 진주로 만든 보주를 사용하면 마족들 중에서 서열이 높은 마족을 발견할 수 있을 거라고 합니다. 진주로 만든 보주를 사용하면 서열 높은 마족과 부하 마족의 영혼을 묶을 수 있으며 서열 높은 마족을 처리하면 부하 마족도 동시에 처리할 수 있을 거라고 합니다	Priest Auranas mengatakan bahwa ketika kamu menggunakan orb yang terbuat dari mutiara, kamu akan dapat menemukan demon yang peringkat tinggi. Bila kamu menggunakan orb, kamu akan mampu mengikat demon yang peringkat tinggi dan spirit dari bawahan demon secara bersamaan dan jika kamu mengalahkan demon yang berperingkat tinggi, kamu akan mampu mengalahkan bawahan dari para demon itu secara bersamaan.
QUEST_UNUSED_20151116_002577	Defeat the high ranked demons	서열 높은 마족 처치	Kalahkan high Ranked Demon.
QUEST_UNUSED_20151116_002578	Talk with Priest Draznie	사제 드라즈니에와 대화	Bicara dengan priest Draznie
QUEST_UNUSED_20151116_002579	Talk to Priest Draznie	사제 드라즈니에와 대화하세요	Bicara dengan priest Draznie
QUEST_UNUSED_20151116_002580	Defeat the monsters from District 3	3구역 몬스터 처치	Kalahkan Monster di area distrik 3
QUEST_UNUSED_20151116_002581	Priest Draznie asked you to defeat the demons that rushed into the 3rd district.	사제 드라즈니에는 자신들이 은거지로 사용하던 3번 지역에 침범한 마족들을 처리해 달라고 부탁했습니다.	Priest Draznie memintamu untuk mengalahkan demon yang tengah menyerang di 3rd district.
QUEST_UNUSED_20151116_002582	Lure the demons into the traps	함정으로 마족 유인	Pancing demon ke arah jebakan
QUEST_UNUSED_20151116_002583	Priest Draznie told you that the time has come to use the trap with Priest Auranas. If you could take the demons to the trap that is set up in the poisonous room at the 4th district, you would be able to defeat the demons.	사제 드라즈니에는 사제 아우라나스와 준비한 함정을 사용할 때가 됐다고 합니다. 큰 노력을 들이지 않고 마족들을 4번 지역의 독방에 설치된 함정까지만 데려가면 마족들을 처리할 수 있을 거라고 합니다	Priest Draznie mengatakan bahwa sudah tiba saatnya untuk menggunakan perangkap dengan priest Auranas. Jika kamu bisa memancing para demon ke perangkap yang telah diatur di ruang beracun pada distrik 4, kamu akan dapat mengalahkan para demon itu.
QUEST_UNUSED_20151116_002584	A Deeper Place	더 깊은 곳에서	A Deeper Place
QUEST_UNUSED_20151116_002585	Talk with Priest Gelija	사제 겔리야와 대화	Bicara dengan Priest Gelija
QUEST_UNUSED_20151116_002586	Talk to Priest Gelija	사제 겔리야와 대화하세요	Bicara dengan Priest Gelija
QUEST_UNUSED_20151116_002587	Priest Irma told you that he should go to the place where the demons' written instruction is hidden, but due to the curse totem, he doesn't have power to say the spell. Destroy the curse totem and help Iruma.	사제 이르마는 마족 지령서를 숨겨둔 장소로 가야하는데 저주 토템 때문에 주문을 외울 힘이 없다고 합니다. 저주 토템을 파괴하여 이르마를 도와줍시다	Priest Iruma memberitahukan mu bahwa ia harus berada di tempat dimana demon's Written Intruction disembunyikan. Tetapi karena curse Totem, dia tidak memiliki kekuatan untuk merapalkan mantra. Hancurkan Curse totem dan bantu Iruma
QUEST_UNUSED_20151116_002588	Priest Irma asked you to destroy the surveillance totem at the 3rd district in order to divert the attention of Marnox who must be somewhere in the 3rd floor of Ashaq Underground Prison.	사제 이르마는 아샤크 지하 감옥 3층 어딘가에 있을 마르녹스의 눈을 돌리기 위해 3번 지역의 감시 토템을 파괴해달라고 부탁했습니다	Priest Iruma memintamu untuk menghancurkan Survoeilance totem di 3rd district dengan tujuan mengalihkan perhatian Marnox yang berada di suatu tempat di lantai 3 Ashak Underground prison.
QUEST_UNUSED_20151116_002589	Everything Intact	모든 것이 제자리로	Everything Intact
QUEST_UNUSED_20151116_002590	Destroy the 1st Ward Cursed Totem	1구역 저주 토템 파괴	Hancurkan 1st Ward Cursed Totem
QUEST_UNUSED_20151116_002591	Priest Gelija asked you to destroy the curse totems that are remaining in the 1st district of the 3rd floor of Ashaq Underground Prison.	사제 겔리야는 아샤크 지하 감옥 3층의 1번 지역에 남아있는 저주 토템들을 파괴해달라고 부탁했습니다	Priest Gelija memintamu untuk menghancurkan Curse Totem yang tersisa di distrik 1 dari lantai 3 Ashak Underground Prison.
QUEST_UNUSED_20151116_002592	Retrieve the bag of the priest	사제의 가방 회수	Menerima  the bag of the priest
QUEST_UNUSED_20151116_002593	Priest Gelija asked you to retrieve the goods of the colleagues that went missing in Ashaq Underground Prison.	사제 겔리야는 아샤크 지하 감옥에서 행방불명된 동료들의 물품을 회수해달라고 부탁했습니다	Priest Gelija memintamu untuk menerima kebaikan dari kerabat yang hilang di Ashak underground Prison.
QUEST_UNUSED_20151116_002594	Purify the curse totem pieces	저주 토템 조각 정화	Memurnikan the curse totem pieces
QUEST_UNUSED_20151116_002595	Priest Gelija asked you to erase the demonic energy completely using the damp bandage that got wet by the sacred water and the destroyed curse totem pieces	사제 겔리야는 성수에 적신 붕대를 사용하여 파괴된 저주 토템 조각들에 사용하여 마기를 깨끗이 지워달라고 부탁했습니다	Priest Gelija memintamu untuk menghapus demonyc energy menggunakan damp bandage yang basah oleh Sacred Water dan hancurkan Curse Totem Pieces.
QUEST_UNUSED_20151116_002596	Collect Fur From Green Lepusbunny Assassins	초록 레푸스버니 암살자로부터 털가죽 수집	Kumpulkan Fur dari Green Lepusbunny Assassins
QUEST_UNUSED_20151116_002597	Baskez is looking for Green Lepusbunny Assassin fur to help their colleagues fight the cold temperatures. Hunt for Green Lepusbunny Assassin to colelct their fur.	바스케즈는 초록 레푸스버니 암살자의 털가죽이면 자신과 동료들이 추위를 버틸 수 있다고 합니다. 초록 레푸스버니 암살자를 사냥하고 털가죽을 가져다 주세요.	Baskez sendang mencari Green Lepusbunny assasin Fur untuk menolong teman mereka mengalahkan udara yang dingin. Buru Green lepus bunny untuk mengumpulkan Fur.
QUEST_UNUSED_20151116_002598	Collect Blue Siaulav Mage Emergency Food	푸른 샤울라브 메이지의 비상식량 수집	Kumpulkan Blue Siaulav Mage Emergency Food
QUEST_UNUSED_20151116_002599	Supply Officer Ronda wants to use the Blue Siaulav Mages' emergency food to solve the current shortage of food supply. Defeat Blue Siaulav Mages at the Camping Ground and collect their emergency food.	보급병 론다는 부족한 식량 상황을 푸른 샤울라브 메이지의 비상식량으로 해결하고 싶다고 합니다. 야영지 근처에서 푸른 샤울라브 메이지를 사냥하고 비상식량을 모으세요.	Petugas Ronda inting menggunakan Blue Siaulav Mages' emergency food untuk menyelesaikan permasalah supplai makanan. Kalahkan Blue Siaulac Mages di camping Ground dan kumpulkan makanan darurat mereka.
QUEST_UNUSED_20151116_002600	You have collected the requested food items. Hurry and bring them to Ronda.	부탁받은 양의 식량를 모았습니다. 서둘러 보급병 론다에게 전달하세요.	Kamu telah mengumpulkan makanan yang diminta, cepat kembali dan Berikan ke Ronda
QUEST_UNUSED_20151116_002601	Collect Blue Lapasape Mushrooms	푸른 라프세이프의 버섯 수집	Kumpulkan Blue Lapasape Mushrooms
QUEST_UNUSED_20151116_002602	Stogas Commanding Officer Ades wants to cure the bed-ridden wizard. Collect Blue Lapasape mushrooms to help alleviate the fever.	스토가스 분대장 아데스는 고열로 몸져 누운 마법사를 치료하고 싶어합니다. 해열 작용이 있다는 푸른 라프세이프의 버섯을 모으세요.	Stogas Commanding Officer Ades ingin menyembuhkan bed-ridden wizard. Kumpulkan Blue Lapasape mushrooms untuk membantu menurunkan Demam.
QUEST_UNUSED_20151116_002603	You have collected enough Blue Lapasape mushrooms. Bring them to Ades.	푸른 라프세이프의 버섯을 충분히 모았습니다. 스토가스 분대장 아데스에게 전해 주세요.	Kamu telah cukup mengumpulkan Blue Lapasape mushrooms, Berikan ke Ades
QUEST_UNUSED_20151116_002604	Talk with the Swordsman Submaster	소드맨 서브 마스터와 대화	Bicara dengan Swordsman Sub Master
QUEST_UNUSED_20151116_002605	Talk with the Swordsman Submaster in Orsha	오르샤에서 소드맨 서브 마스터와 대화하세요.	Bicara dengan Swordsman Sub Master di Orsha
QUEST_UNUSED_20151116_002606	Defeat Lapes at Paupys Crossing	파우피스 나루에서 라페 처치하기	Kalahkan Rafes di Paupys Crossing
QUEST_UNUSED_20151116_002607	Swordsman Submaster asked you to defeat Lapflammer and Lapeman at Paupys Crossing to check the abilities of the Revelator.	소드맨 서브 마스터는 계시자의 실력을 확인하기 위해 파우피스 나루에서 라플래머와 라페먼을 처치하라고 합니다.	Swordsman Sub Master memintamu untuk mengalahkan Laflammers dan Lafemen di Paupys Port untuk memeriksa kemampuan dari Savior
